code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,TMA1,TMA2,TMA3,TMA4,TMA5,TMA6,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_minus_4_homepage,week_minus_4_resource,week_minus_4_subpage,week_minus_4_oucontent,week_minus_4_url,week_minus_4_glossary,week_minus_3_homepage,week_minus_3_oucontent,week_minus_3_resource,week_minus_3_subpage,week_minus_3_url,week_minus_3_externalquiz,week_minus_3_glossary,week_minus_3_forumng,week_minus_3_oucollaborate,week_minus_3_ouwiki,week_minus_2_forumng,week_minus_2_homepage,week_minus_2_subpage,week_minus_2_url,week_minus_2_externalquiz,week_minus_2_oucontent,week_minus_2_oucollaborate,week_minus_2_resource,week_minus_2_ouwiki,week_minus_2_glossary,week_minus_1_forumng,week_minus_1_homepage,week_minus_1_oucollaborate,week_minus_1_oucontent,week_minus_1_subpage,week_minus_1_url,week_minus_1_resource,week_minus_1_externalquiz,week_minus_1_ouwiki,week_minus_1_glossary,week_0_externalquiz,week_0_forumng,week_0_homepage,week_0_oucollaborate,week_0_oucontent,week_0_ouwiki,week_0_resource,week_0_subpage,week_0_url,week_0_glossary,week_1_forumng,week_1_homepage,week_1_oucollaborate,week_1_oucontent,week_1_resource,week_1_subpage,week_1_url,week_1_externalquiz,week_1_ouwiki,week_1_glossary,week_2_homepage,week_2_oucontent,week_2_url,week_2_forumng,week_2_resource,week_2_subpage,week_2_externalquiz,week_2_ouwiki,week_2_oucollaborate,week_2_glossary,week_3_externalquiz,week_3_homepage,week_3_oucontent,week_3_resource,week_3_subpage,week_3_url,week_3_forumng,week_3_ouwiki,week_3_glossary,week_3_oucollaborate,week_4_externalquiz,week_4_homepage,week_4_oucontent,week_4_resource,week_4_subpage,week_4_url,week_4_forumng,week_4_ouwiki,week_4_glossary,week_4_oucollaborate,week_5_homepage,week_5_oucollaborate,week_5_oucontent,week_5_resource,week_5_subpage,week_5_url,week_5_forumng,week_5_ouwiki,week_5_externalquiz,week_5_glossary,week_6_forumng,week_6_homepage,week_6_oucollaborate,week_6_oucontent,week_6_ouwiki,week_6_subpage,week_6_resource,week_6_url,week_6_externalquiz,week_6_glossary,week_7_homepage,week_7_oucontent,week_7_resource,week_7_subpage,week_7_forumng,week_7_oucollaborate,week_7_url,week_7_ouwiki,week_7_externalquiz,week_7_glossary,week_8_homepage,week_8_subpage,week_8_forumng,week_8_oucontent,week_8_ouwiki,week_8_resource,week_8_url,week_8_externalquiz,week_8_glossary,week_8_oucollaborate,week_9_homepage,week_9_forumng,week_9_oucontent,week_9_url,week_9_externalquiz,week_9_subpage,week_9_resource,week_9_oucollaborate,week_9_glossary,week_9_ouwiki,week_10_externalquiz,week_10_homepage,week_10_oucontent,week_10_resource,week_10_subpage,week_10_url,week_10_forumng,week_10_oucollaborate,week_10_glossary,week_10_ouwiki,week_11_homepage,week_11_resource,week_11_subpage,week_11_forumng,week_11_oucontent,week_11_url,week_11_externalquiz,week_11_oucollaborate,week_11_ouwiki,week_11_glossary,week_12_externalquiz,week_12_homepage,week_12_oucontent,week_12_resource,week_12_subpage,week_12_url,week_12_forumng,week_12_oucollaborate,week_12_glossary,week_12_ouwiki,week_13_forumng,week_13_homepage,week_13_resource,week_13_subpage,week_13_url,week_13_oucontent,week_13_externalquiz,week_13_oucollaborate,week_13_ouwiki,week_13_glossary,week_14_homepage,week_14_oucontent,week_14_resource,week_14_forumng,week_14_subpage,week_14_url,week_14_externalquiz,week_14_oucollaborate,week_14_ouwiki,week_14_glossary,week_15_homepage,week_15_resource,week_15_subpage,week_15_forumng,week_15_oucontent,week_15_url,week_15_ouwiki,week_15_oucollaborate,week_15_externalquiz,week_15_glossary,week_16_homepage,week_16_subpage,week_16_url,week_16_forumng,week_16_oucollaborate,week_16_resource,week_16_oucontent,week_16_externalquiz,week_16_ouwiki,week_16_glossary,week_17_homepage,week_17_forumng,week_17_subpage,week_17_url,week_17_oucontent,week_17_resource,week_17_ouwiki,week_17_externalquiz,week_17_oucollaborate,week_17_glossary,week_18_homepage,week_18_oucontent,week_18_resource,week_18_subpage,week_18_forumng,week_18_glossary,week_18_ouwiki,week_18_url,week_18_externalquiz,week_18_oucollaborate,week_19_forumng,week_19_homepage,week_19_subpage,week_19_glossary,week_19_oucontent,week_19_ouwiki,week_19_resource,week_19_url,week_19_externalquiz,week_19_oucollaborate,week_20_homepage,week_20_oucontent,week_20_resource,week_20_forumng,week_20_ouwiki,week_20_subpage,week_20_url,week_20_externalquiz,week_20_glossary,week_20_oucollaborate,week_21_homepage,week_21_forumng,week_21_ouwiki,week_21_resource,week_21_subpage,week_21_externalquiz,week_21_oucontent,week_21_url,week_21_glossary,week_21_oucollaborate,week_22_forumng,week_22_homepage,week_22_ouwiki,week_22_resource,week_22_subpage,week_22_url,week_22_oucontent,week_22_oucollaborate,week_22_externalquiz,week_22_glossary,week_23_forumng,week_23_homepage,week_23_resource,week_23_subpage,week_23_ouwiki,week_23_oucontent,week_23_url,week_23_externalquiz,week_23_oucollaborate,week_23_glossary,week_24_homepage,week_24_oucontent,week_24_subpage,week_24_forumng,week_24_externalquiz,week_24_resource,week_24_url,week_24_ouwiki,week_24_glossary,week_24_oucollaborate,week_25_homepage,week_25_oucontent,week_25_subpage,week_25_url,week_25_forumng,week_25_resource,week_25_glossary,week_25_ouwiki,week_25_oucollaborate,week_25_externalquiz,week_26_homepage,week_26_forumng,week_26_resource,week_26_subpage,week_26_url,week_26_externalquiz,week_26_oucontent,week_26_ouwiki,week_26_glossary,week_26_oucollaborate,week_27_homepage,week_27_resource,week_27_subpage,week_27_oucontent,week_27_forumng,week_27_url,week_27_externalquiz,week_27_ouwiki,week_27_oucollaborate,week_27_glossary,week_28_homepage,week_28_oucontent,week_28_resource,week_28_subpage,week_28_forumng,week_28_url,week_28_oucollaborate,week_28_externalquiz,week_28_ouwiki,week_28_glossary,week_29_homepage,week_29_resource,week_29_subpage,week_29_url,week_29_oucontent,week_29_forumng,week_29_externalquiz,week_29_oucollaborate,week_29_ouwiki,week_29_glossary,week_30_homepage,week_30_resource,week_30_subpage,week_30_forumng,week_30_externalquiz,week_30_oucollaborate,week_30_url,week_30_oucontent,week_30_glossary,week_30_ouwiki,week_31_homepage,week_31_resource,week_31_subpage,week_31_externalquiz,week_31_forumng,week_31_url,week_31_oucollaborate,week_31_oucontent,week_31_glossary,week_31_ouwiki,week_32_externalquiz,week_32_forumng,week_32_homepage,week_32_resource,week_32_subpage,week_32_oucollaborate,week_32_url,week_32_glossary,week_32_oucontent,week_32_ouwiki,week_33_externalquiz,week_33_homepage,week_33_subpage,week_33_forumng,week_33_oucontent,week_33_resource,week_33_oucollaborate,week_33_url,week_33_ouwiki,week_33_glossary,week_34_homepage,week_34_oucollaborate,week_34_resource,week_34_subpage,week_34_forumng,week_34_url,week_34_externalquiz,week_34_oucontent,week_34_ouwiki,week_34_glossary,week_35_forumng,week_35_homepage,week_35_url,week_35_resource,week_35_subpage,week_35_oucontent,week_35_externalquiz,week_35_oucollaborate,week_35_glossary,week_36_homepage,week_36_forumng,week_36_subpage,week_36_url,week_36_externalquiz,week_36_resource,week_36_oucontent,week_36_oucollaborate,week_36_ouwiki,week_36_glossary,week_37_homepage,week_37_resource,week_37_subpage,week_37_forumng,week_37_url,week_37_externalquiz,week_37_oucontent,week_37_ouwiki,week_37_oucollaborate
DDD,2014J,71676,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,70,70,60,74,49,50,47,9,8,7,71,20,19,15,22,38,89,9,28,18,1,38,33,0,9,42,7,0,12,40,52,16,48,18,0,0,12,31,22,66,0,115,10,59,43,0,3,0,10,3,18,15,1,0,5,0,1,3,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,10,18,3,26,0,0,11,3,0,15,2,0,3,0,0,0,0,0,0,12,2,0,4,0,1,0,0,0,0,0,4,5,2,4,0,0,0,0,0,0,6,12,0,4,0,0,0,0,0,10,0,7,5,12,1,0,0,3,0,12,23,0,9,0,37,3,5,0,0,6,0,1,2,0,0,0,0,0,0,8,11,0,5,0,4,0,0,0,0,6,0,8,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,12,0,7,2,1,0,0,0,0,8,5,0,4,1,9,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,14,8,15,0,4,0,0,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,1,0,0,7,8,21,0,0,0,2,1,0,1,12,18,10,3,0,0,0,0,0,9,4,0,0,2,7,0,2,1,0,0,20,17,0,0,4,1,1,5,0,0,0,5,4,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,5,1,14,6,5,0,0,0,0,0,3,0,3,11,0,5,0,0,0,0,21,2,24,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,28,5,38,8,32,1,3,0,0,0,0,3,4,1,2,0,0,0,0,0,10,14,33,0,0,2,0,0,0,0,8,2,11,15,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,73019,M,Scotland,HE Qualification,50-60%,0-35,0,60,FALSE,Fail,60,90,38,63,6,16,0,0,0,0,5,0,97,18,17,39,1,3,54,9,0,0,19,47,0,55,32,0,4,1,51,1,0,3,0,1,33,45,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,1,22,0,0,0,0,0,9,0,5,0,0,0,0,13,0,0,0,0,7,0,0,2,0,6,0,0,2,8,0,21,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,18,23,0,6,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,0,5,0,0,0,25,10,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,39,0,0,0,0,7,5,1,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,41,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,0,0,0,8,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,73664,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Fail,40,0,0,10,0,0,0,0,0,0,0,0,11,23,10,14,0,0,0,0,0,0,1,6,0,1,24,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,2,0,0,0,0,0,9,6,1,5,0,0,0,2,0,0,4,1,1,4,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,75427,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,75,80,73,69,49,72,2,0,6,78,44,34,92,48,16,70,26,33,33,31,1,0,13,24,73,31,19,11,30,17,43,34,7,9,17,23,3,37,27,5,4,12,21,66,28,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,30,2,7,24,3,12,0,0,0,1,0,10,1,22,0,1,9,0,0,0,8,0,12,2,9,2,1,0,0,29,45,5,0,0,13,0,0,0,0,0,12,29,3,4,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,18,0,30,6,12,4,0,0,0,0,0,7,0,11,0,3,5,0,0,0,10,16,7,0,0,0,0,0,0,0,12,3,0,13,0,4,0,1,0,0,17,0,3,3,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,22,20,9,10,11,0,0,0,0,1,5,1,0,14,11,0,0,0,0,0,12,2,0,0,0,2,3,0,0,0,4,0,0,0,0,7,0,0,0,0,5,24,1,0,0,0,0,0,0,0,0,5,4,0,7,0,1,0,0,0,12,28,3,0,0,0,0,0,0,0,10,11,0,1,0,0,9,0,0,3,0,5,0,0,1,1,0,0,0,0,0,3,1,0,0,5,0,0,0,0,6,5,0,5,0,1,0,0,0,0,5,9,3,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,30,0,0,0,0,0,0,16,2,1,2,4,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,5,3,0,1,0,0,0,0,0,0,4,4,12,0,0,0,1,0,0,4,24,9,18,11,0,0,0,0,6,0,3,4,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
DDD,2014J,76081,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,150,TRUE,Pass,61,83,83,65,72,61,44,10,2,51,12,0,12,22,35,15,27,2,3,6,0,0,3,27,3,13,9,52,9,21,7,25,1,25,21,25,15,21,14,22,0,62,0,57,3,2,0,2,25,8,11,0,0,0,7,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,20,0,1,2,0,1,0,0,0,1,0,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,8,0,0,0,0,0,11,0,0,3,1,6,0,0,1,0,11,4,0,7,1,12,0,0,0,4,0,4,0,6,1,0,0,0,0,0,16,0,4,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,10,0,6,0,4,2,2,0,0,1,0,0,0,1,1,0,0,0,0,3,0,7,0,0,2,0,0,1,0,5,2,0,0,0,0,2,0,0,0,13,27,7,2,2,1,0,0,0,0,3,0,0,0,4,0,0,0,0,2,3,9,7,0,0,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,17,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,12,9,1,2,0,0,0,1,0,0,7,4,3,5,0,0,0,0,0,2,11,0,4,1,7,2,0,0,0,0,9,2,1,3,0,0,0,0,0,0,11,0,4,0,3,3,0,0,0,0,8,0,0,3,2,1,0,0,0,0,6,0,8,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,5,14,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,6,5,6,14,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
DDD,2014J,80329,M,South Region,Lower Than A Level,80-90%,0-35,2,90,FALSE,Pass,85,85,88,82,0,0,0,2,0,0,31,58,48,49,43,13,60,51,3,48,0,4,0,0,0,12,11,9,1,2,0,2,9,7,0,0,0,1,5,2,33,91,4,7,23,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,3,0,1,7,1,0,0,16,5,7,8,19,2,1,0,0,18,1,0,4,0,6,0,0,1,18,0,13,2,0,5,0,24,0,4,1,0,8,9,5,8,4,6,0,0,3,6,0,0,0,1,0,6,0,0,0,11,22,0,6,0,9,9,2,1,0,15,0,4,18,8,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,15,3,11,1,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,1,0,0,0,0,1,4,0,0,0,3,3,0,0,0,2,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,2,3,0,0,16,0,0,0,0,14,2,26,4,5,7,11,22,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,0,0,0,9,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,80775,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,65,85,93,93,88,81,11,0,6,0,9,63,47,31,36,10,12,28,36,17,0,27,5,1,8,43,1,20,29,0,64,9,14,45,1,0,41,27,9,4,10,0,11,7,16,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,2,0,0,16,17,1,14,6,8,1,0,0,0,13,11,0,13,0,0,0,0,0,10,0,11,5,2,4,4,5,0,0,0,1,10,9,6,5,1,4,0,0,0,5,0,0,0,1,1,3,0,0,0,5,5,0,0,0,1,0,1,0,0,9,2,0,2,12,3,0,0,0,0,9,10,1,9,0,6,1,0,0,0,5,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,1,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,4,8,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,3,1,0,1,0,0,0,0,9,6,1,2,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,13,22,10,0,0,14,5,0,0,0,4,0,0,0,0,0,5,0,0,0,4,8,0,0,1,1,0,0,0,0,5,15,1,3,0,1,4,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,1,3,2,0,3,0,0,1,5,2,1,7,11,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,4,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,83553,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,60,FALSE,Fail,50,95,40,0,0,0,0,0,3,0,0,32,19,150,13,37,26,21,18,41,3,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,3,0,3,1,1,0,0,5,3,0,2,1,8,0,0,0,0,0,21,20,7,14,1,57,0,29,1,0,7,5,0,0,0,1,0,0,0,21,0,9,2,0,0,5,0,0,0,6,7,0,9,0,0,4,0,0,0,4,8,3,0,6,0,0,0,0,0,1,0,14,2,0,1,0,0,0,0,6,16,13,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,88439,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,FALSE,Pass,85,90,88,89,87,91,75,1,27,0,63,7,27,16,0,2,28,0,4,39,5,0,0,1,0,43,4,2,0,9,150,34,0,0,24,11,5,73,29,2,0,0,0,25,103,0,0,0,30,12,24,7,2,0,1,0,0,0,0,0,0,0,0,0,8,8,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,5,0,13,31,1,0,0,7,0,0,0,0,0,0,0,0,17,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,5,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,12,11,2,0,0,6,8,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,10,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,25,33,15,24,0,43,1,0,4,5,7,5,0,1,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,3,0,0,3,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,1,14,26,17,0,0,0,0,7,12,7,1,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1,0,2,0,0,21,14,14,30,2,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,91470,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,60,75,85,84,61,73,0,57,39,7,31,116,46,51,69,66,46,95,37,20,11,31,54,17,93,57,53,28,31,28,71,43,30,22,24,21,3,67,12,19,7,49,6,45,16,3,0,0,0,0,0,0,0,0,4,52,1,0,0,0,0,0,0,0,4,8,12,3,0,8,0,4,0,0,3,2,1,0,1,0,0,0,0,0,3,0,7,0,11,0,5,5,0,0,54,27,1,15,6,12,1,0,0,0,15,0,0,28,2,1,0,0,0,0,0,11,13,1,5,2,19,0,0,0,0,16,13,4,11,7,17,0,0,1,17,1,2,10,13,4,19,0,0,0,5,13,1,14,0,9,2,2,0,0,19,19,4,38,11,0,2,0,0,2,11,2,5,14,0,1,1,0,3,0,7,12,0,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,0,0,12,0,1,14,4,0,0,0,0,0,0,17,0,0,5,2,26,4,0,0,0,2,0,0,0,15,0,0,0,0,21,4,7,44,14,2,0,1,0,0,18,5,9,6,18,1,0,0,0,0,16,7,5,17,0,1,7,0,0,0,8,13,1,2,1,0,0,0,3,0,7,9,3,6,4,0,0,2,0,0,4,7,13,0,0,0,1,3,0,0,20,42,2,6,0,1,0,0,0,0,15,13,0,0,4,0,5,4,0,2,6,8,0,1,5,5,5,0,0,0,7,5,3,2,0,2,1,0,0,2,8,1,4,5,0,1,3,0,0,2,4,14,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,16,4,8,22,16,1,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,0,0,0,0,6,0,7,0,0,1,2,2,2,0,0,0,0,0,0,15,3,10,0,14,7,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,14,7,16,0,1,0,7,0,0,4,0,1,4,3,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
